SEGID,BMP,EMP,PLANAREA,AADT2019,SUBAREAID,DISTANCE,CO_FIPS,F_AREA,CCSGROUP19,FACMANADJ,FAC_APR,FAC_AUG,FAC_DEC,FAC_FAL,FAC_FEB,FAC_FRI,FAC_JAN,FAC_JUL,FAC_JUN,FAC_MAR,FAC_MAX,FAC_MAXMO,FAC_MAY,FAC_MON,FAC_NOV,FAC_OCT,FAC_SAT,FAC_SEP,FAC_SPR,FAC_SUM,FAC_SUN,FAC_THU,FAC_TUE,FAC_WDAVG,FAC_WEAVG,FAC_WED,FAC_WEMAX,FAC_WIN
0065_002.4,2.398,8.419,UDOT,629.0,1,5.99023063705,35,WFRC,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0065_008.4,8.433,13.89,UDOT,431.0,0,5.42729524773,29,UDOT,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0065_013.9,13.89,19.427,UDOT,431.0,0,5.51793416146,29,UDOT,COM,0,0.3134,2.1735,0.429,1.1873,0.2102,1.2682,0.251,2.4005,1.6956,0.2309,2.4005,7,0.7341,0.6531,0.6446,1.3139,1.4991,1.6032,0.4261,2.0899,1.4314,0.8217,0.6423,0.7161,1.4653,0.6841,1.4991,0.2967
0065_019.4,19.427,21.775,UDOT,269.0,0,2.34428890521,29,UDOT,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0065_021.8,21.775,26.802,UDOT,464.0,4,5.0215211583,43,Summit,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0065_026.8,26.802,27.417,UDOT,429.0,4,0.615124057475,43,Summit,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0065_027.4,27.417,28.315,UDOT,1648.0,4,1.02899950134,43,Summit,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0066_000.0,0.0,1.294,UDOT,471.0,0,1.30450168616,29,UDOT,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0066_001.3,1.294,8.737,UDOT,405.0,0,7.44086104312,29,UDOT,COL,0,0.8336,1.4991,0.5751,0.9353,0.5812,1.0913,0.5596,1.7483,1.6152,0.683,1.7483,7,1.099,0.9108,0.6655,0.9428,1.1357,1.1976,0.8719,1.6209,0.9956,0.985,0.9262,0.9555,1.0656,0.9554,1.1357,0.572
0066_008.7,8.737,12.174,UDOT,1296.0,0,3.4330484617,29,UDOT,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0066_012.2,12.174,12.745,UDOT,3283.0,0,0.570923852897,29,UDOT,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0066_012.7,12.745,13.514,UDOT,8704.0,0,0.770152218166,29,UDOT,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0066_013.5,13.514,13.712,UDOT,3189.0,0,0.200537670473,29,UDOT,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0066_013.7,13.712,14.346,UDOT,3660.0,0,0.63399477588,29,UDOT,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0067_000.0,0.0,3.999,WFRC,23570.0,1,1.0423109673,11,WFRC,COF,0,1.0158,1.0478,0.9335,1.0035,0.9582,1.1803,0.945,1.0128,1.0564,0.9885,1.0564,6,1.0315,1.173,0.9823,1.0119,0.5625,1.0163,1.0119,1.039,0.4084,1.2304,1.2185,1.2253,0.4854,1.227,0.5625,0.9456
0067_001.0,0.0,3.999,WFRC,23570.0,1,3.00241267949,11,WFRC,COF,0,1.0158,1.0478,0.9335,1.0035,0.9582,1.1803,0.945,1.0128,1.0564,0.9885,1.0564,6,1.0315,1.173,0.9823,1.0119,0.5625,1.0163,1.0119,1.039,0.4084,1.2304,1.2185,1.2253,0.4854,1.227,0.5625,0.9456
0067_004.0,3.999,4.03,WFRC,0.0,1,0.369729911556,11,WFRC,COF,0,1.0158,1.0478,0.9335,1.0035,0.9582,1.1803,0.945,1.0128,1.0564,0.9885,1.0564,6,1.0315,1.173,0.9823,1.0119,0.5625,1.0163,1.0119,1.039,0.4084,1.2304,1.2185,1.2253,0.4854,1.227,0.5625,0.9456
0067_004.1,3.999,7.348,WFRC,24624.0,1,3.35739796275,11,WFRC,COF,0,1.0158,1.0478,0.9335,1.0035,0.9582,1.1803,0.945,1.0128,1.0564,0.9885,1.0564,6,1.0315,1.173,0.9823,1.0119,0.5625,1.0163,1.0119,1.039,0.4084,1.2304,1.2185,1.2253,0.4854,1.227,0.5625,0.9456
0067_007.3,7.348,10.059,WFRC,27210.0,1,2.72096517983,11,WFRC,COF,0,1.0158,1.0478,0.9335,1.0035,0.9582,1.1803,0.945,1.0128,1.0564,0.9885,1.0564,6,1.0315,1.173,0.9823,1.0119,0.5625,1.0163,1.0119,1.039,0.4084,1.2304,1.2185,1.2253,0.4854,1.227,0.5625,0.9456
0067_010.1,10.059,11.5,WFRC,27210.0,1,1.94257270374,11,WFRC,COF,0,1.0158,1.0478,0.9335,1.0035,0.9582,1.1803,0.945,1.0128,1.0564,0.9885,1.0564,6,1.0315,1.173,0.9823,1.0119,0.5625,1.0163,1.0119,1.039,0.4084,1.2304,1.2185,1.2253,0.4854,1.227,0.5625,0.9456
0068_000.0,0.0,12.808,MAG,1400.0,1,12.8277806812,49,MAG,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0068_012.8,12.808,17.204,MAG,1400.0,1,4.40239882748,49,MAG,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0068_017.2,17.204,23.713,MAG,1400.0,1,6.51498263466,49,MAG,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0068_023.7,23.713,24.654,MAG,1400.0,1,0.943340754437,49,MAG,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0068_024.7,24.654,25.029,MAG,1400.0,1,0.374274556761,49,MAG,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_025.0,25.029,26.497,MAG,11598.0,1,1.47225713706,49,MAG,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_026.5,26.497,26.949,MAG,11598.0,1,0.45186309147,49,MAG,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_026.9,26.949,27.376,MAG,11598.0,1,0.428181884223,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_027.4,27.376,28.304,MAG,11598.0,1,0.928888495661,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_028.3,28.304,29.256,MAG,11598.0,1,0.952778161932,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_029.3,29.256,29.748,MAG,11598.0,1,0.492067740481,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_029.7,29.748,30.477,MAG,11598.0,1,0.730281886756,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_030.5,30.477,30.973,MAG,22365.0,1,0.497043468583,49,MAG,COR,0,0.9554,1.1458,0.9239,1.0162,0.8836,1.175,0.8523,1.1474,1.1022,0.9227,1.1474,7,1.0181,0.9692,0.9351,1.0377,1.1048,1.0758,0.9654,1.1318,0.7149,1.0427,0.9884,1.012,0.9099,1.0049,1.1048,0.8866
0068_031.0,30.973,31.482,MAG,23195.0,1,0.509631963224,49,MAG,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_031.5,31.482,31.716,MAG,23195.0,1,0.233225670732,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_031.7,31.716,32.726,MAG,23195.0,1,1.01221804829,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_032.7,32.726,33.564,MAG,24050.0,1,0.838529365101,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_033.6,33.564,34.528,MAG,24050.0,1,0.965070415226,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_034.5,34.528,34.553,MAG,24050.0,1,0.0257157944671,49,MAG,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_034.6,34.553,36.061,MAG,24165.0,1,1.50754876444,49,MAG,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_036.0,36.038,38.107,WFRC,31298.0,1,2.07085254428,35,WFRC,COR,0,0.9554,1.1458,0.9239,1.0162,0.8836,1.175,0.8523,1.1474,1.1022,0.9227,1.1474,7,1.0181,0.9692,0.9351,1.0377,1.1048,1.0758,0.9654,1.1318,0.7149,1.0427,0.9884,1.012,0.9099,1.0049,1.1048,0.8866
0068_038.1,38.107,39.167,WFRC,23844.0,1,1.0610823926,35,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_039.2,39.167,40.058,WFRC,23844.0,1,0.892093598784,35,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_040.1,40.058,40.825,WFRC,27948.0,1,0.774146935003,35,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_040.8,40.825,41.313,WFRC,14812.0,1,0.486553482901,35,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_041.3,41.313,42.311,WFRC,14812.0,1,1.00431175963,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_042.3,42.311,43.318,WFRC,19143.0,1,1.00655673064,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_043.3,43.318,43.817,WFRC,19143.0,1,0.502973034626,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_043.8,43.817,45.064,WFRC,27829.0,1,1.25089806677,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_045.1,45.064,45.809,WFRC,29461.0,1,0.747339841301,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_045.8,45.809,46.811,WFRC,30876.0,1,1.00233126444,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_046.8,46.811,47.247,WFRC,41631.0,1,0.437029311928,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_047.2,47.247,47.819,WFRC,41631.0,1,0.573403160345,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_047.8,47.819,48.314,WFRC,41631.0,1,0.496335182901,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_048.3,48.314,49.312,WFRC,42973.0,1,1.00237466097,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_049.3,49.312,50.311,WFRC,45178.0,1,0.99957028685,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_050.3,50.311,50.742,WFRC,76928.0,1,0.432726945734,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_050.7,50.742,51.317,WFRC,69793.0,1,0.576909208736,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_051.3,51.317,52.071,WFRC,39751.0,1,0.755119651877,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_052.1,52.071,52.313,WFRC,39751.0,1,0.243924168626,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_052.3,52.313,53.142,WFRC,40072.0,1,0.831206537305,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_053.1,53.142,53.309,WFRC,52053.0,1,0.166868104814,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_053.3,53.309,54.308,WFRC,35476.0,1,1.00008061196,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_054.3,54.308,54.809,WFRC,26152.0,1,0.505065200163,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_054.8,54.809,55.709,WFRC,26152.0,1,0.899852942012,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_055.7,55.709,56.196,WFRC,26152.0,1,0.484090019262,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_056.2,56.196,56.325,WFRC,26152.0,1,0.129577016721,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_056.3,56.325,56.82,WFRC,34798.0,1,0.499976406134,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_056.8,56.82,57.336,WFRC,34798.0,1,0.519736358391,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_057.3,57.336,58.065,WFRC,23604.0,1,0.729834240856,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_058.1,58.065,58.713,WFRC,23604.0,1,0.647807147474,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_058.7,58.713,59.091,WFRC,23604.0,1,0.377213511738,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_059.1,59.091,59.456,WFRC,26107.0,1,0.367421554396,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_059.5,59.456,60.371,WFRC,22889.0,1,0.918328798729,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_060.4,60.371,60.806,WFRC,19515.0,1,0.436554650129,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_060.8,60.806,61.811,WFRC,12632.0,1,1.00674805704,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
